Customer ID,Customer_Recency,Customer_Frequency,Customer_Monetary,Customer_Lifetime,Customer_Total_Profit,Country,Segment,Cluster,Segment_Name
CR-2625,140,9,5079.9,1299,866.55,Egypt,Home Office,2,New Customers
CR-2730,6,11,1359.58,1260,-212.6,Nigeria,Consumer,2,New Customers
CR-2820,56,8,1188.01,1057,-78.47,Algeria,Home Office,2,New Customers
CS-11845,16,26,20471.05,1433,3274.99,United States,Corporate,1,At-Risk Customers
CS-11860,78,21,10555.92,1322,970.34,United States,Consumer,1,At-Risk Customers
CS-11950,26,31,14222.97,1381,-1148.08,United States,Consumer,1,At-Risk Customers
CS-12130,12,22,10981.23,1373,641.45,Indonesia,Consumer,1,At-Risk Customers
CS-12175,61,29,16706.1,1282,3114.01,Australia,Corporate,1,At-Risk Customers
CS-12250,27,30,12496.11,1421,2210.83,United States,Corporate,1,At-Risk Customers
CS-12355,7,31,9240.9,1228,-115.63,United States,Consumer,1,At-Risk Customers
CS-12400,2,23,10221.36,1285,1373.06,United States,Home Office,1,At-Risk Customers
CS-12460,7,23,20084.22,1327,2801.27,Germany,Consumer,1,At-Risk Customers
CS-12490,3,30,11110.5,1360,-422.26,United States,Corporate,1,At-Risk Customers
CS-12505,28,16,11535.25,1349,-6437.37,United States,Consumer,1,At-Risk Customers
CS-1845,25,8,1593.31,1110,-359.66,Turkey,Corporate,2,New Customers
CS-1860,51,9,1618.67,1061,349.55,Iraq,Consumer,2,New Customers
CS-1950,136,5,714.07,1185,148.0,Canada,Consumer,0,Loyal Customers
CS-2130,306,4,1367.27,885,-645.52,Democratic Republic of the Congo,Consumer,0,Loyal Customers
CS-2175,58,5,3340.1,1386,1214.57,Tanzania,Corporate,2,New Customers
CS-2250,3,4,1917.62,1187,391.67,Iraq,Corporate,2,New Customers
CS-2355,56,9,1307.16,1314,114.48,Turkey,Consumer,2,New Customers
CS-2400,12,5,2293.17,816,706.98,Djibouti,Home Office,2,New Customers
CS-2460,203,8,2671.23,1248,141.84,Zimbabwe,Consumer,0,Loyal Customers
CS-2490,170,3,1664.13,905,611.13,Iraq,Corporate,0,Loyal Customers
CS-2505,51,7,1894.5,1299,285.81,Mozambique,Consumer,2,New Customers
CT-11995,29,27,13715.8,1314,2509.4,United States,Consumer,1,At-Risk Customers
CT-1995,784,2,422.78,378,-71.59,Ukraine,Consumer,3,VIP Customers
CV-12295,40,20,9042.27,1335,1126.45,United States,Consumer,1,At-Risk Customers
CV-12805,5,20,9764.13,1284,1737.44,United States,Corporate,1,At-Risk Customers
CV-2295,86,9,1283.24,1156,-521.11,Turkey,Consumer,2,New Customers
CV-2805,258,7,5088.85,1087,172.66,Romania,Corporate,0,Loyal Customers
CW-11905,9,25,12917.63,1293,2635.85,United Kingdom,Home Office,1,At-Risk Customers
CW-1905,385,4,1436.31,856,371.55,Angola,Home Office,3,VIP Customers
CY-12745,61,31,13928.47,1073,1721.26,United States,Corporate,1,At-Risk Customers
CY-2745,493,4,293.03,843,-179.02,Benin,Corporate,3,VIP Customers
Co-12640,5,25,12279.23,1353,1295.16,India,Consumer,1,At-Risk Customers
Co-2640,363,5,767.64,954,-99.12,Nigeria,Consumer,3,VIP Customers
DA-13450,14,25,13035.37,1333,-826.07,United States,Home Office,1,At-Risk Customers
DA-3450,15,4,2212.05,1353,528.24,Democratic Republic of the Congo,Home Office,2,New Customers
DB-12910,3,27,12338.28,1260,781.99,United States,Home Office,1,At-Risk Customers
DB-12970,218,11,9166.21,1171,463.24,United States,Corporate,0,Loyal Customers
DB-13060,17,26,23476.91,1385,3315.62,United States,Consumer,1,At-Risk Customers
DB-13120,6,16,5602.59,1108,-2028.58,United States,Corporate,1,At-Risk Customers
DB-13210,8,27,13743.6,1297,1479.97,United States,Consumer,1,At-Risk Customers
DB-13270,10,25,11690.37,1416,1420.46,United States,Home Office,1,At-Risk Customers
DB-13360,48,28,6919.81,1387,848.45,Brazil,Home Office,1,At-Risk Customers
DB-13405,29,26,16083.96,1291,1988.81,United States,Consumer,1,At-Risk Customers
DB-13555,37,22,9415.22,1314,943.01,United States,Corporate,1,At-Risk Customers
DB-13615,28,28,10031.46,1235,1995.25,Germany,Consumer,1,At-Risk Customers
DB-13660,13,20,11397.06,1411,1267.34,United States,Consumer,1,At-Risk Customers
DB-2910,55,8,3051.18,1310,874.95,Belarus,Home Office,2,New Customers
DB-2970,58,4,513.03,673,123.72,Iran,Corporate,2,New Customers
DB-3060,9,8,2070.26,1091,336.74,South Africa,Consumer,2,New Customers
DB-3120,359,4,671.23,830,-242.12,Nigeria,Corporate,3,VIP Customers
DB-3210,583,7,387.02,845,-54.16,Nigeria,Consumer,3,VIP Customers
DB-3270,49,2,886.23,483,219.78,Algeria,Home Office,2,New Customers
DB-3360,435,2,3691.53,776,1074.27,Cameroon,Home Office,3,VIP Customers
DB-3405,558,2,548.68,441,-30.26,Romania,Consumer,3,VIP Customers
DB-3555,6,3,971.11,870,299.26,Sudan,Corporate,2,New Customers
DB-3615,108,4,2824.15,889,972.43,Nigeria,Consumer,2,New Customers
DB-3660,238,3,2207.71,629,150.46,Egypt,Consumer,0,Loyal Customers
DC-12850,38,29,9307.37,1238,-659.56,United States,Consumer,1,At-Risk Customers
DC-13285,19,23,16164.65,1325,1043.39,Mexico,Consumer,1,At-Risk Customers
DC-2850,35,9,4131.14,1199,589.07,Canada,Consumer,2,New Customers
DC-3285,393,4,800.0,471,-178.06,Algeria,Consumer,3,VIP Customers
DD-13570,42,24,8741.46,1417,959.77,Italy,Consumer,1,At-Risk Customers
DD-3570,64,8,2331.41,678,439.88,Israel,Consumer,2,New Customers
DE-13255,20,22,10085.79,1208,1657.89,United States,Home Office,1,At-Risk Customers
DE-3255,49,8,2714.49,1239,77.61,Iran,Home Office,2,New Customers
DF-13135,10,18,10240.38,1441,474.0,Indonesia,Consumer,1,At-Risk Customers
DF-3135,44,4,1301.65,1249,-110.93,Kazakhstan,Consumer,2,New Customers
DG-13300,31,28,13731.43,1241,2067.26,China,Corporate,1,At-Risk Customers
DG-3300,15,6,2982.31,939,307.06,Nigeria,Corporate,2,New Customers
DH-13075,76,25,14128.68,1354,1370.58,United States,Corporate,1,At-Risk Customers
DH-13675,22,17,7817.31,1216,843.0,United States,Home Office,1,At-Risk Customers
DH-3075,160,10,2063.68,1089,311.29,Cote d'Ivoire,Corporate,0,Loyal Customers
DH-3675,21,12,4661.84,1338,1308.14,Russia,Home Office,2,New Customers
DJ-13420,23,28,22142.43,1359,3173.14,Germany,Corporate,1,At-Risk Customers
DJ-13510,7,31,15420.29,1440,2695.86,Brazil,Corporate,1,At-Risk Customers
DJ-13630,13,27,12560.13,1191,2205.88,United States,Consumer,1,At-Risk Customers
DJ-3420,2,4,419.64,949,82.26,Egypt,Corporate,2,New Customers
DJ-3510,7,7,5976.69,839,1614.6,Ukraine,Corporate,2,New Customers
DJ-3630,35,6,1293.95,1000,469.88,Turkey,Consumer,2,New Customers
DK-12835,22,32,17590.55,1409,2632.19,United States,Corporate,1,At-Risk Customers
DK-12895,46,22,18340.63,1279,1080.66,United States,Consumer,1,At-Risk Customers
DK-12985,2,35,14823.97,1440,1366.8,Germany,Consumer,1,At-Risk Customers
DK-13090,9,36,19178.64,1379,4004.44,United States,Consumer,1,At-Risk Customers
DK-13150,11,22,15983.71,1419,2064.72,Germany,Corporate,1,At-Risk Customers
DK-13225,2,29,9246.47,1387,898.32,United States,Corporate,1,At-Risk Customers
DK-13375,5,26,16258.53,1207,2159.8,United States,Consumer,1,At-Risk Customers
DK-2835,22,11,3373.14,1385,285.66,Iraq,Corporate,2,New Customers
DK-2895,147,6,1292.13,642,282.9,Djibouti,Consumer,0,Loyal Customers
DK-2985,1207,1,81.43,0,-78.89,Nigeria,Consumer,3,VIP Customers
DK-3090,69,3,273.77,99,76.13,Egypt,Consumer,2,New Customers
DK-3150,58,14,1577.87,1372,114.41,Turkey,Corporate,2,New Customers
DK-3225,66,8,1407.98,697,108.77,Angola,Corporate,2,New Customers
DK-3375,118,10,3846.78,1286,805.71,Poland,Consumer,2,New Customers
DL-12865,58,34,11185.72,1394,280.33,United States,Consumer,1,At-Risk Customers
DL-12925,58,21,11364.68,1355,1411.79,United States,Consumer,1,At-Risk Customers
DL-13315,19,27,18505.6,1426,2265.23,United States,Consumer,1,At-Risk Customers
DL-13330,13,34,16781.63,1376,2652.75,Australia,Consumer,1,At-Risk Customers
DL-13495,23,27,15872.18,1228,2474.76,United States,Corporate,1,At-Risk Customers
DL-2865,203,7,1502.96,1017,145.7,Iran,Consumer,0,Loyal Customers
DL-2925,38,7,832.0,1033,-303.35,Nigeria,Consumer,2,New Customers
DL-3315,48,6,1746.87,1026,533.31,Morocco,Consumer,2,New Customers
DL-3330,706,3,1159.35,247,94.74,Canada,Consumer,3,VIP Customers
DL-3495,283,5,773.6,999,-913.9,Turkey,Corporate,0,Loyal Customers
DM-12955,41,32,19862.58,1229,2206.22,Cuba,Corporate,1,At-Risk Customers
DM-13015,6,30,15626.53,1393,1530.86,United States,Consumer,1,At-Risk Customers
DM-13345,3,27,17054.89,1223,2876.81,United States,Corporate,1,At-Risk Customers
DM-13525,36,19,9640.38,1240,-925.56,United States,Corporate,1,At-Risk Customers
DM-2955,13,9,2437.41,1151,100.71,Democratic Republic of the Congo,Corporate,2,New Customers
DM-3015,3,6,2105.79,363,460.89,Iran,Consumer,2,New Customers
DM-3345,146,6,4998.42,1036,-5474.61,Turkey,Corporate,2,New Customers
DM-3525,322,6,2191.27,829,652.15,Democratic Republic of the Congo,Corporate,0,Loyal Customers
DN-13690,20,24,13098.34,1409,711.42,United States,Consumer,1,At-Risk Customers
DN-3690,13,5,1815.95,928,-477.88,Zimbabwe,Consumer,2,New Customers
DO-13435,65,32,15280.89,1190,3207.43,United States,Consumer,1,At-Risk Customers
DO-13645,27,25,12083.48,1291,1997.83,United Kingdom,Consumer,1,At-Risk Customers
DO-3435,37,10,3515.73,1251,930.21,Morocco,Consumer,2,New Customers
DO-3645,42,5,1689.25,323,-181.1,Canada,Consumer,2,New Customers
DP-13000,62,31,13882.76,1396,-949.6,United States,Consumer,1,At-Risk Customers
DP-13105,7,25,18930.03,1448,3099.95,Australia,Corporate,1,At-Risk Customers
DP-13165,8,25,22211.28,1392,1808.32,Mexico,Consumer,1,At-Risk Customers
DP-13390,1,27,10282.79,1458,2369.83,United States,Home Office,1,At-Risk Customers
DP-3000,15,10,2093.61,1213,432.15,Russia,Consumer,2,New Customers
DP-3105,65,6,6970.72,1180,1500.19,Morocco,Corporate,2,New Customers
DP-3165,8,6,1517.95,1424,-973.79,Nigeria,Consumer,2,New Customers
DP-3390,13,6,1376.13,1283,318.36,South Africa,Home Office,2,New Customers
DR-12880,4,32,14415.34,1350,2112.65,United States,Corporate,1,At-Risk Customers
DR-12940,28,33,25641.46,1394,5505.92,United States,Home Office,1,At-Risk Customers
DR-2880,5,8,2291.46,933,-128.25,Democratic Republic of the Congo,Corporate,2,New Customers
DR-2940,40,8,2288.4,1313,598.05,Algeria,Home Office,2,New Customers
DS-13030,94,26,11644.3,1259,1068.35,United States,Home Office,1,At-Risk Customers
DS-13180,15,31,13447.41,1332,1669.79,United States,Corporate,1,At-Risk Customers
DS-3030,49,6,1636.51,1183,419.32,Turkey,Home Office,2,New Customers
DS-3180,72,2,185.14,252,43.63,Algeria,Corporate,0,Loyal Customers
DV-13045,20,24,18106.01,1213,599.19,Indonesia,Corporate,1,At-Risk Customers
DV-13465,30,20,12910.88,1421,2167.68,United States,Consumer,1,At-Risk Customers
DV-3045,34,13,4640.32,1407,17.14,Turkey,Corporate,2,New Customers
DV-3465,14,5,4037.82,925,1175.04,Iraq,Consumer,2,New Customers
DW-13195,7,26,9689.32,1436,1623.38,Australia,Corporate,1,At-Risk Customers
DW-13480,66,23,16336.86,1304,3315.69,United States,Home Office,1,At-Risk Customers
DW-13540,13,20,13166.42,1362,1471.87,Spain,Consumer,1,At-Risk Customers
DW-13585,6,37,12143.04,1303,821.81,Cuba,Corporate,1,At-Risk Customers
DW-3195,1064,4,1241.23,162,115.72,Iraq,Corporate,3,VIP Customers
DW-3480,56,12,7118.11,1300,1713.4,Ghana,Home Office,2,New Customers
DW-3540,55,4,1216.59,1141,-1046.16,Turkey,Consumer,2,New Customers
DW-3585,29,4,461.87,329,48.74,Nigeria,Corporate,2,New Customers
Dl-13600,6,20,11912.76,1381,1722.94,Thailand,Corporate,1,At-Risk Customers
Dl-3600,112,10,2809.06,1029,128.77,Turkey,Corporate,2,New Customers
Dp-13240,19,28,22225.61,1297,3822.69,United States,Home Office,1,At-Risk Customers
Dp-3240,26,7,609.3,1144,136.47,Canada,Home Office,2,New Customers
EA-14035,94,31,11387.07,1316,867.17,United States,Corporate,1,At-Risk Customers
EA-4035,166,3,131.81,542,0.89,Iran,Corporate,0,Loyal Customers
EB-13705,49,30,12382.28,1404,894.01,United States,Corporate,1,At-Risk Customers
EB-13750,33,20,8489.99,1390,1368.59,United States,Corporate,1,At-Risk Customers
EB-13840,3,25,20188.16,1426,5466.5,Germany,Corporate,1,At-Risk Customers
EB-13870,16,19,6850.98,1354,187.38,United States,Consumer,1,At-Risk Customers
EB-13930,20,18,9533.95,1408,1385.48,Australia,Consumer,1,At-Risk Customers
EB-13975,1,32,13405.6,1303,2653.54,Brazil,Corporate,1,At-Risk Customers
EB-14110,36,24,13665.47,1353,3285.62,United States,Consumer,1,At-Risk Customers
EB-14170,20,23,6736.44,1240,276.78,United States,Consumer,1,At-Risk Customers
EB-3705,399,3,3141.63,925,594.6,Libya,Corporate,3,VIP Customers
EB-3750,185,6,939.15,979,118.56,Turkey,Corporate,0,Loyal Customers
EB-3840,44,6,1797.74,1216,382.25,Canada,Corporate,2,New Customers
EB-3870,498,5,184.87,715,-166.82,Nigeria,Consumer,3,VIP Customers
EB-3930,8,9,2433.52,1300,706.27,Saudi Arabia,Consumer,2,New Customers
EB-3975,36,9,2713.62,1252,377.19,Austria,Corporate,2,New Customers
EB-4110,21,10,2417.76,814,-391.95,Nigeria,Consumer,2,New Customers
EB-4170,55,6,1267.62,1297,288.84,Morocco,Consumer,2,New Customers
EC-14050,54,19,4430.24,1307,424.06,Argentina,Consumer,1,At-Risk Customers
EC-4050,163,7,2301.32,931,407.72,Cote d'Ivoire,Consumer,0,Loyal Customers
ED-13885,16,31,18018.88,1398,2933.26,United States,Home Office,1,At-Risk Customers
ED-3885,57,8,525.47,1237,-360.82,Turkey,Home Office,2,New Customers
EG-13900,23,21,16562.35,1383,3360.55,United States,Consumer,1,At-Risk Customers
EG-3900,52,11,6549.95,1126,-756.31,Nigeria,Consumer,2,New Customers
EH-13765,3,29,20259.92,1442,1685.96,United States,Corporate,1,At-Risk Customers
EH-13945,58,27,7832.69,1285,1551.08,United States,Consumer,1,At-Risk Customers
EH-13990,45,26,8807.08,1401,1552.32,United States,Consumer,1,At-Risk Customers
EH-14005,3,28,10374.94,1419,285.65,United States,Home Office,1,At-Risk Customers
EH-14125,103,31,17408.31,1226,2105.89,United States,Home Office,1,At-Risk Customers
EH-14185,68,29,12800.51,1361,1241.89,United States,Consumer,1,At-Risk Customers
EH-3765,129,9,1010.38,1273,-1014.77,Nigeria,Corporate,0,Loyal Customers
EH-3945,112,9,2518.74,1239,698.97,South Africa,Consumer,2,New Customers
EH-3990,34,6,672.49,1305,4.6,Democratic Republic of the Congo,Consumer,2,New Customers
EH-4005,197,7,2629.67,1157,509.0,Mozambique,Home Office,0,Loyal Customers
EH-4125,23,13,5012.22,1194,-445.56,Turkey,Home Office,2,New Customers
EH-4185,122,8,3577.77,836,1039.62,Egypt,Consumer,2,New Customers
EJ-13720,50,22,8969.44,1384,1012.94,United States,Consumer,1,At-Risk Customers
EJ-14155,28,23,12324.84,1372,1975.12,United States,Consumer,1,At-Risk Customers
EJ-3720,157,8,1727.96,765,197.0,Iran,Consumer,0,Loyal Customers
EJ-4155,23,5,2631.99,1280,819.45,Egypt,Consumer,2,New Customers
EK-13795,45,17,5597.35,1340,593.12,France,Home Office,1,At-Risk Customers
EK-3795,213,6,1531.08,564,172.35,Syria,Home Office,0,Loyal Customers
EL-13735,54,23,10515.86,1348,1142.6,Mexico,Home Office,1,At-Risk Customers
EL-3735,27,11,3691.39,1155,12.94,Iran,Home Office,2,New Customers
EM-13810,79,23,13549.73,1224,1664.8,United States,Corporate,1,At-Risk Customers
EM-13825,56,26,14128.08,1182,2018.14,United States,Corporate,1,At-Risk Customers
EM-13960,3,37,25228.53,1448,2593.94,Mexico,Consumer,1,At-Risk Customers
EM-14065,17,17,12108.31,1242,3017.73,Australia,Consumer,1,At-Risk Customers
EM-14095,9,17,10889.7,1334,1684.95,United States,Corporate,1,At-Risk Customers
EM-14140,25,30,21507.29,1436,3683.12,United States,Home Office,1,At-Risk Customers
EM-14200,42,23,17087.78,1296,3138.34,Mexico,Home Office,1,At-Risk Customers
EM-3810,59,6,1032.88,797,232.57,Czech Republic,Corporate,2,New Customers
EM-3825,483,6,378.26,757,-30.07,Turkey,Corporate,3,VIP Customers
EM-3960,195,8,2855.87,1224,712.07,Moldova,Consumer,0,Loyal Customers
EM-4065,53,9,3213.25,1186,921.73,Turkey,Consumer,2,New Customers
EM-4095,132,9,2833.56,1093,79.83,Madagascar,Corporate,2,New Customers
EM-4140,94,6,1900.79,992,-58.87,Kenya,Home Office,2,New Customers
EM-4200,152,4,2585.9,506,509.12,Morocco,Home Office,0,Loyal Customers
EN-13780,15,20,6333.92,1370,478.53,United States,Consumer,1,At-Risk Customers
EN-3780,206,8,734.86,871,-240.83,Russia,Consumer,0,Loyal Customers
EP-13915,13,33,16283.36,1308,2159.58,United States,Consumer,1,At-Risk Customers
EP-3915,76,3,487.95,1208,-55.62,Equatorial Guinea,Consumer,2,New Customers
ER-13855,70,19,13396.0,1232,2212.09,United States,Corporate,1,At-Risk Customers
ER-3855,54,7,3736.3,1398,373.63,Hungary,Corporate,2,New Customers
ES-14020,1,32,12827.27,1322,2761.39,China,Consumer,1,At-Risk Customers
ES-14080,29,24,16236.01,1400,1925.19,United States,Corporate,1,At-Risk Customers
ES-4020,29,7,1892.78,1194,365.99,Nigeria,Consumer,2,New Customers
ES-4080,146,9,1925.54,1192,250.1,Algeria,Corporate,0,Loyal Customers
FA-14230,23,29,13535.06,1294,1245.26,United States,Corporate,1,At-Risk Customers
FA-4230,185,6,814.57,672,250.93,Morocco,Corporate,0,Loyal Customers
FC-14245,43,23,10867.81,1192,2492.32,United States,Home Office,1,At-Risk Customers
FC-14335,108,23,8770.74,1280,1329.93,United States,Corporate,1,At-Risk Customers
FC-4245,492,6,1540.64,860,288.47,Iraq,Home Office,3,VIP Customers
FC-4335,111,4,550.95,1122,166.77,Democratic Republic of the Congo,Corporate,0,Loyal Customers
FG-14260,35,18,9396.51,1286,1158.05,United States,Home Office,1,At-Risk Customers
FG-4260,111,9,308.21,1082,-123.94,Kazakhstan,Home Office,0,Loyal Customers
FH-14275,5,23,13569.57,1396,3539.42,United States,Corporate,1,At-Risk Customers
FH-14350,2,20,10654.53,1201,2959.86,United States,Consumer,1,At-Risk Customers
FH-14365,2,30,27649.33,1310,4101.91,Mexico,Corporate,1,At-Risk Customers
FH-4275,135,5,113.06,817,8.15,Turkey,Corporate,0,Loyal Customers
FH-4350,15,3,110.48,1141,-71.83,Nigeria,Consumer,2,New Customers
FH-4365,167,9,2751.35,1089,507.38,Turkey,Corporate,0,Loyal Customers
FM-14215,8,31,14353.4,1429,1000.97,United States,Corporate,1,At-Risk Customers
FM-14290,37,30,14382.32,1187,2191.58,United States,Home Office,1,At-Risk Customers
FM-14380,146,21,6598.4,1260,1461.1,United States,Consumer,1,At-Risk Customers
FM-4215,97,6,2935.61,778,393.05,Morocco,Corporate,2,New Customers
FM-4290,3,8,2002.71,1074,409.71,Poland,Home Office,2,New Customers
FM-4380,2,6,843.54,649,-445.59,Turkey,Consumer,2,New Customers
FO-14305,23,37,15614.22,1414,2567.11,United States,Consumer,1,At-Risk Customers
FO-4305,52,10,2158.45,1077,456.64,Syria,Consumer,2,New Customers
FP-14320,24,29,9939.05,1258,840.64,United States,Consumer,1,At-Risk Customers
FP-4320,28,5,816.58,666,96.55,Turkey,Consumer,2,New Customers
FW-14395,64,26,16972.75,1283,1651.76,Bangladesh,Corporate,1,At-Risk Customers
FW-4395,1,8,1220.81,1307,32.03,Cameroon,Corporate,2,New Customers
GA-14515,23,24,12488.67,1301,1108.48,United States,Consumer,1,At-Risk Customers
GA-14725,3,24,8817.55,1416,1012.27,United States,Consumer,1,At-Risk Customers
GA-4515,36,7,1318.39,1304,-316.13,South Africa,Consumer,2,New Customers
GA-4725,71,4,1460.8,645,-240.29,Jordan,Consumer,2,New Customers
GB-14530,34,25,11657.75,1390,560.62,United States,Corporate,1,At-Risk Customers
GB-14575,14,24,10748.99,1106,1621.01,United States,Consumer,1,At-Risk Customers
GB-4530,114,5,525.9,1092,95.67,Austria,Corporate,0,Loyal Customers
GB-4575,210,6,1821.91,846,12.25,South Africa,Consumer,0,Loyal Customers
GD-14590,6,29,18005.0,1423,1826.52,Australia,Corporate,1,At-Risk Customers
GD-4590,353,4,700.69,147,61.63,Saudi Arabia,Corporate,0,Loyal Customers
GG-14650,34,28,12902.96,1418,1491.59,United States,Corporate,1,At-Risk Customers
GG-4650,104,5,1000.42,209,31.93,Mongolia,Corporate,2,New Customers
GH-14410,21,36,13659.6,1329,47.47,United States,Home Office,1,At-Risk Customers
GH-14425,19,31,20039.76,1325,3375.23,France,Consumer,1,At-Risk Customers
GH-14485,52,21,14692.67,1378,2200.75,France,Corporate,1,At-Risk Customers
GH-14665,3,29,12921.45,1294,1877.94,United Kingdom,Consumer,1,At-Risk Customers
GH-4410,298,9,1610.22,817,566.34,Belarus,Home Office,0,Loyal Customers
GH-4425,22,10,4585.83,1415,532.89,Morocco,Consumer,2,New Customers
GH-4485,86,4,794.62,677,95.2,Canada,Corporate,2,New Customers
GH-4665,2,9,1077.07,1436,-293.27,United Arab Emirates,Consumer,2,New Customers
GK-14620,13,24,19215.77,1294,3611.16,United States,Corporate,1,At-Risk Customers
GK-4620,101,4,764.6,1355,-115.87,Morocco,Corporate,2,New Customers
GM-14440,20,26,15782.46,1362,1431.28,United States,Consumer,1,At-Risk Customers
GM-14455,17,17,10523.65,1344,3106.23,United States,Home Office,1,At-Risk Customers
GM-14500,107,23,6704.19,1151,531.42,United States,Consumer,1,At-Risk Customers
GM-14680,2,31,12010.61,1447,-1804.82,Australia,Consumer,1,At-Risk Customers
GM-14695,48,19,14564.94,1319,-71.28,United States,Corporate,1,At-Risk Customers
GM-4440,2,8,735.22,1152,233.74,Egypt,Consumer,2,New Customers
GM-4455,209,4,488.43,231,-234.12,Turkey,Home Office,0,Loyal Customers
GM-4500,105,5,4298.37,689,1021.83,Angola,Consumer,2,New Customers
GM-4680,73,6,1590.4,1003,466.9,Kyrgyzstan,Consumer,2,New Customers
GM-4695,223,7,791.5,1073,59.92,Romania,Corporate,0,Loyal Customers
GP-14740,2,25,10793.73,1364,377.68,France,Corporate,1,At-Risk Customers
GP-4740,152,8,4610.1,954,872.43,Saudi Arabia,Corporate,2,New Customers
GR-14560,50,24,8895.06,1238,1030.99,Mexico,Corporate,1,At-Risk Customers
GR-4560,154,6,4955.53,1241,-534.71,Turkey,Corporate,2,New Customers
GT-14635,57,20,19080.35,1401,-3790.08,United Kingdom,Corporate,1,At-Risk Customers
GT-14710,9,30,34471.89,1386,5164.85,United States,Consumer,1,At-Risk Customers
GT-14755,35,23,5601.71,1338,593.33,India,Consumer,1,At-Risk Customers
GT-4635,10,7,1145.01,822,212.16,Sudan,Corporate,2,New Customers
GT-4710,56,4,1079.06,1024,49.28,Nigeria,Consumer,2,New Customers
GT-4755,1,8,3457.58,1337,190.85,Turkey,Consumer,2,New Customers
GW-14605,19,25,16239.49,1383,934.72,United States,Consumer,1,At-Risk Customers
GW-4605,15,8,1830.79,1290,264.34,Nigeria,Consumer,2,New Customers
GZ-14470,8,35,20869.7,1408,2885.99,United States,Consumer,1,At-Risk Customers
GZ-14545,77,24,11593.73,1119,2645.3,Mexico,Corporate,1,At-Risk Customers
GZ-4470,148,8,3835.63,1210,856.45,Democratic Republic of the Congo,Consumer,2,New Customers
GZ-4545,31,6,3698.39,1251,1460.3,Nigeria,Corporate,2,New Customers
HA-14905,70,24,15826.81,1211,-526.07,United States,Consumer,1,At-Risk Customers
HA-14920,21,25,9740.4,1396,1457.36,United States,Consumer,1,At-Risk Customers
HA-4905,14,4,1106.6,548,-235.63,Turkey,Consumer,2,New Customers
HA-4920,91,6,670.67,869,103.79,Canada,Consumer,2,New Customers
HD-14785,43,29,16749.14,1288,1803.14,Panama,Home Office,1,At-Risk Customers
HD-4785,107,7,3325.61,944,828.05,Democratic Republic of the Congo,Home Office,2,New Customers
HE-14800,7,27,9902.5,1425,1570.15,Brazil,Corporate,1,At-Risk Customers
HE-4800,37,8,1091.32,1029,140.29,Russia,Corporate,2,New Customers
HF-14995,15,28,9712.87,1419,-474.87,United States,Consumer,1,At-Risk Customers
HF-4995,391,8,2099.97,731,-178.26,Iran,Consumer,3,VIP Customers
HG-14845,13,30,21228.55,1330,-824.01,Australia,Consumer,1,At-Risk Customers
HG-14965,24,34,16810.69,1175,-1607.25,United States,Corporate,1,At-Risk Customers
HG-15025,7,29,14737.81,1429,1357.64,United States,Consumer,1,At-Risk Customers
HG-4845,142,9,2987.9,1107,532.52,Angola,Consumer,2,New Customers
HG-4965,100,5,354.59,1055,9.74,Canada,Corporate,0,Loyal Customers
HG-5025,24,7,1476.61,1334,175.27,Egypt,Consumer,2,New Customers
HH-15010,55,24,13731.74,1219,2109.31,United Kingdom,Corporate,1,At-Risk Customers
HH-5010,197,3,1497.57,267,323.01,Tanzania,Corporate,0,Loyal Customers
HJ-14875,6,32,14312.8,1337,2324.02,France,Home Office,1,At-Risk Customers
HJ-4875,311,6,1121.22,895,294.24,Russia,Home Office,0,Loyal Customers
HK-14890,44,27,13886.44,1392,2306.94,United States,Corporate,1,At-Risk Customers
HK-4890,57,6,1656.97,580,187.99,Turkey,Corporate,2,New Customers
HL-15040,31,20,29664.23,1410,7657.5,United States,Consumer,1,At-Risk Customers
HL-5040,189,4,579.34,667,159.07,Saudi Arabia,Consumer,0,Loyal Customers
HM-14860,2,37,27434.17,1258,6544.89,United States,Corporate,1,At-Risk Customers
HM-14980,26,29,12718.79,1209,1044.71,China,Consumer,1,At-Risk Customers
HM-4860,35,4,1042.77,1420,413.4,Lebanon,Corporate,2,New Customers
HM-4980,465,5,4409.3,649,1628.63,Democratic Republic of the Congo,Consumer,3,VIP Customers
HP-14815,31,24,7321.44,1347,636.22,United States,Home Office,1,At-Risk Customers
HP-4815,64,5,1196.68,511,244.0,Turkey,Home Office,2,New Customers
HR-14770,14,18,11126.93,1408,1182.9,United States,Home Office,1,At-Risk Customers
HR-14830,52,21,9637.15,1152,1517.88,United States,Corporate,1,At-Risk Customers
HR-4770,188,8,4550.32,1068,522.37,Democratic Republic of the Congo,Home Office,0,Loyal Customers
HR-4830,149,3,391.94,739,-61.84,Turkey,Corporate,0,Loyal Customers
HW-14935,35,28,17199.2,1143,2653.7,United States,Corporate,1,At-Risk Customers
HW-4935,57,7,1174.82,1139,-98.59,Iran,Corporate,2,New Customers
HZ-14950,36,22,9656.4,1204,1003.44,France,Consumer,1,At-Risk Customers
HZ-4950,209,6,2830.42,1245,-261.95,Turkey,Consumer,0,Loyal Customers
IG-15085,14,25,10383.13,1333,657.5,Australia,Consumer,1,At-Risk Customers
IG-5085,2,12,5766.24,1259,1253.67,Angola,Consumer,2,New Customers
IL-15100,117,25,11802.69,1132,1244.23,United States,Consumer,1,At-Risk Customers
