Product ID,Product Name,Category,Sub-Category,Total_Sales,Transaction_Count,Avg_Sale,Total_Profit,Avg_Profit,Total_Quantity,Avg_Discount,Profit_Margin,Sales_per_Transaction,Cumulative_Sales,Cumulative_Percentage,ABC_Class,CoV,XYZ_Class,ABC_XYZ_Matrix
TEC-PH-10003273,AT&T TR1909W,Technology,Phones,0.08,4,0.02,1.78,0.45,0.85,0.12,2225.0,0.02,374.6099999999953,67.453543647363,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001559,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,0.08,1,0.08,0.46,0.46,0.23,0.0,575.0,0.08,374.6899999999953,67.46794871794786,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10004725,"Office Star Bag Chairs, Set of Two",Furniture,Chairs,0.08,12,0.01,5.27,0.44,3.54,0.18,6587.5,0.006666666666666667,374.76999999999526,67.4823537885327,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10004705,"Hon Executive Leather Armchair, Black",Furniture,Chairs,0.08,2,0.04,0.89,0.45,0.15,0.0,1112.5,0.04,374.84999999999525,67.49675885911753,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,0.08,8,0.01,3.53,0.44,1.69,0.26,4412.5,0.01,374.92999999999523,67.51116392970238,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10004634,"Bevis Training Table, Adjustable Height",Furniture,Tables,0.08,2,0.04,0.84,0.42,0.46,0.41,1050.0,0.04,375.0099999999952,67.52556900028722,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10003847,"Apple Headset, with Caller ID",Technology,Phones,0.08,7,0.01,3.08,0.44,1.85,0.27,3850.0,0.011428571428571429,375.0899999999952,67.53997407087206,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10003823,"Apple Headset, Full Size",Technology,Phones,0.08,8,0.01,3.56,0.45,1.46,0.1,4450.0,0.01,375.1699999999952,67.5543791414569,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10003801,"StarTech Card Printer, Red",Technology,Machines,0.08,2,0.04,0.91,0.46,0.69,0.0,1137.5,0.04,375.24999999999517,67.56878421204175,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10003698,"Okidata Phone, White",Technology,Machines,0.08,6,0.01,2.64,0.44,1.23,0.11,3300.0,0.013333333333333334,375.32999999999515,67.5831892826266,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10001875,"Bush Library with Doors, Mobile",Furniture,Bookcases,0.08,2,0.04,0.93,0.47,0.23,0.0,1162.5,0.04,375.40999999999514,67.59759435321145,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10001834,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,0.08,4,0.02,1.78,0.45,0.77,0.18,2225.0,0.02,375.4899999999951,67.61199942379629,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10004399,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,0.08,4,0.02,1.75,0.44,0.62,0.15,2187.5,0.02,375.5699999999951,67.62640449438112,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10004772,"Motorola Signal Booster, VoIP",Technology,Phones,0.08,4,0.02,1.75,0.44,0.85,0.29,2187.5,0.02,375.6499999999951,67.64080956496596,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001752,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,0.08,6,0.01,2.64,0.44,1.31,0.16,3300.0,0.013333333333333334,375.7299999999951,67.6552146355508,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10002523,"Hewlett Personal Copier, Laser",Technology,Copiers,0.08,4,0.02,1.8,0.45,1.15,0.06,2250.0,0.02,375.80999999999506,67.66961970613565,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10002493,"Hewlett Personal Copier, Color",Technology,Copiers,0.08,4,0.02,1.77,0.44,1.15,0.0,2212.5,0.02,375.88999999999504,67.68402477672049,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10002381,"Brother Personal Copier, High-Speed",Technology,Copiers,0.08,5,0.02,2.2,0.44,1.08,0.1,2750.0,0.016,375.969999999995,67.69842984730533,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10000299,"Lesro Round Table, Adjustable Height",Furniture,Tables,0.08,2,0.04,0.83,0.42,0.38,0.51,1037.5,0.04,376.049999999995,67.71283491789019,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10000222,"Bevis Training Table, Adjustable Height",Furniture,Tables,0.08,2,0.04,0.88,0.44,0.54,0.45,1100.0,0.04,376.129999999995,67.72723998847503,A - High Value,0.0,X - Stable Demand,AX
FUR-LES-10004886,"Lesro Conference Table, Fully Assembled",Furniture,Tables,0.08,1,0.08,0.44,0.44,0.08,0.0,550.0,0.08,376.209999999995,67.74164505905988,A - High Value,0.0,X - Stable Demand,AX
OFF-ST-10002834,"Smead File Cart, Single Width",Office Supplies,Storage,0.08,6,0.01,2.64,0.44,0.85,0.27,3300.0,0.013333333333333334,376.28999999999496,67.7560501296447,A - High Value,0.0,X - Stable Demand,AX
FUR-FU-10002659,"Eldon Clock, Black",Furniture,Furnishings,0.08,8,0.01,3.55,0.44,2.23,0.12,4437.5,0.01,376.36999999999495,67.77045520022955,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones,0.08,6,0.01,2.67,0.44,1.77,0.08,3337.5,0.013333333333333334,376.44999999999493,67.78486027081439,A - High Value,0.0,X - Stable Demand,AX
OFF-AP-10004191,"Cuisinart Refrigerator, Silver",Office Supplies,Appliances,0.08,2,0.04,0.9,0.45,0.38,0.24,1125.0,0.04,376.5299999999949,67.79926534139923,A - High Value,0.0,X - Stable Demand,AX
OFF-AP-10004350,"KitchenAid Refrigerator, Red",Office Supplies,Appliances,0.08,1,0.08,0.42,0.42,0.38,0.47,525.0,0.08,376.6099999999949,67.81367041198408,A - High Value,0.0,X - Stable Demand,AX
OFF-AP-10004293,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,0.08,1,0.08,0.45,0.45,0.38,0.47,562.5,0.08,376.6899999999949,67.82807548256893,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,0.08,7,0.01,3.08,0.44,1.54,0.3,3850.0,0.011428571428571429,376.76999999999487,67.84248055315378,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10004306,"Barricks Round Table, Fully Assembled",Furniture,Tables,0.08,2,0.04,0.9,0.45,0.38,0.24,1125.0,0.04,376.84999999999485,67.85688562373862,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,0.08,3,0.03,1.24,0.41,0.92,0.57,1550.0,0.02666666666666667,376.92999999999483,67.87129069432346,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001675,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,0.08,8,0.01,3.52,0.44,2.08,0.24,4400.0,0.01,377.0099999999948,67.8856957649083,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001674,"Office Star Chairmat, Adjustable",Furniture,Chairs,0.08,8,0.01,3.56,0.45,1.69,0.07,4450.0,0.01,377.0899999999948,67.90010083549313,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10000038,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables,0.08,1,0.08,0.45,0.45,0.15,0.35,562.5,0.08,377.1699999999948,67.91450590607798,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10000558,"Hon Wood Table, Rectangular",Furniture,Tables,0.08,2,0.04,0.9,0.45,0.15,0.18,1125.0,0.04,377.24999999999477,67.92891097666282,A - High Value,0.0,X - Stable Demand,AX
OFF-BIC-10001823,"BIC Canvas, Fluorescent",Office Supplies,Art,0.08,7,0.01,3.12,0.45,1.92,0.1,3900.0,0.011428571428571429,377.32999999999475,67.94331604724768,A - High Value,0.0,X - Stable Demand,AX
TEC-APP-10001389,"Apple Audio Dock, with Caller ID",Technology,Phones,0.08,8,0.01,3.53,0.44,0.31,0.1,4412.5,0.01,377.40999999999474,67.95772111783252,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10004997,"Belkin Memory Card, Bluetooth",Technology,Accessories,0.08,5,0.02,2.22,0.44,0.92,0.02,2775.0000000000005,0.016,377.4899999999947,67.97212618841736,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10004080,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,0.08,4,0.02,1.78,0.44,1.23,0.21,2225.0,0.02,377.5699999999947,67.9865312590022,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10004075,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,0.08,5,0.02,2.15,0.43,1.15,0.28,2687.5,0.016,377.6499999999947,68.00093632958705,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002324,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,0.08,4,0.02,1.79,0.45,1.15,0.12,2237.5,0.02,377.7299999999947,68.01534140017189,A - High Value,0.0,X - Stable Demand,AX
OFF-ST-10003956,"Rogers Trays, Single Width",Office Supplies,Storage,0.08,7,0.01,3.07,0.44,2.23,0.22,3837.5,0.011428571428571429,377.80999999999466,68.02974647075672,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002032,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,0.08,4,0.02,1.78,0.45,0.85,0.13,2225.0,0.02,377.88999999999464,68.04415154134156,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10002068,"Apple Office Telephone, with Caller ID",Technology,Phones,0.08,13,0.01,5.74,0.44,2.31,0.11,7175.0,0.006153846153846154,377.9699999999946,68.0585566119264,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10003366,"Epson Card Printer, White",Technology,Machines,0.08,4,0.02,1.74,0.43,1.23,0.21,2175.0,0.02,378.0499999999946,68.07296168251126,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10004047,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,0.08,4,0.02,1.79,0.45,0.92,0.12,2237.5,0.02,378.1299999999946,68.0873667530961,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10003198,"Konica Phone, White",Technology,Machines,0.08,6,0.01,2.67,0.45,1.31,0.18,3337.5,0.013333333333333334,378.2099999999946,68.10177182368095,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10000475,"Sanford Canvas, Blue",Office Supplies,Art,0.08,13,0.01,5.75,0.44,1.85,0.11,7187.5,0.006153846153846154,378.28999999999456,68.11617689426579,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10004853,"Logitech Memory Card, Programmable",Technology,Accessories,0.08,8,0.01,3.52,0.44,1.62,0.18,4400.0,0.01,378.36999999999455,68.13058196485063,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10004591,"Logitech Memory Card, Bluetooth",Technology,Accessories,0.08,5,0.02,2.21,0.44,1.0,0.14,2762.5,0.016,378.44999999999453,68.14498703543548,A - High Value,0.0,X - Stable Demand,AX
OFF-CUI-10001032,"Cuisinart Stove, Red",Office Supplies,Appliances,0.08,2,0.04,0.88,0.44,0.31,0.41,1100.0,0.04,378.5299999999945,68.1593921060203,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001819,"Office Star Chairmat, Set of Two",Furniture,Chairs,0.08,12,0.01,5.33,0.44,2.54,0.12,6662.5,0.006666666666666667,378.6099999999945,68.17379717660515,A - High Value,0.0,X - Stable Demand,AX
OFF-BI-10000972,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,0.08,15,0.01,6.62,0.44,3.69,0.02,8275.0,0.005333333333333333,378.6899999999945,68.18820224719,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10002998,"Sharp Ink, Laser",Technology,Copiers,0.08,6,0.01,2.68,0.45,1.23,0.0,3350.0,0.013333333333333334,378.76999999999447,68.20260731777485,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10000637,"Bevis Conference Table, Rectangular",Furniture,Tables,0.08,2,0.04,0.89,0.45,0.23,0.53,1112.5,0.04,378.84999999999445,68.21701238835969,A - High Value,0.0,X - Stable Demand,AX
FUR-FU-10000735,"Tenex Frame, Erganomic",Furniture,Furnishings,0.08,7,0.01,3.09,0.44,0.85,0.1,3862.5,0.011428571428571429,378.92999999999444,68.23141745894453,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10002701,"Konica Inkjet, Durable",Technology,Machines,0.08,4,0.02,1.8,0.45,0.23,0.21,2250.0,0.02,379.0099999999944,68.24582252952938,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002510,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,0.08,6,0.01,2.64,0.44,0.69,0.12,3300.0,0.013333333333333334,379.0899999999944,68.26022760011422,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003968,"Sauder Library with Doors, Mobile",Furniture,Bookcases,0.08,2,0.04,0.89,0.45,0.23,0.06,1112.5,0.04,379.1699999999944,68.27463267069906,A - High Value,0.0,X - Stable Demand,AX
OFF-ELD-10002297,"Eldon Lockers, Blue",Office Supplies,Storage,0.08,7,0.01,3.08,0.44,0.31,0.24,3850.0,0.011428571428571429,379.2499999999944,68.28903774128389,A - High Value,0.0,X - Stable Demand,AX
FUR-HON-10001504,"Hon Rocking Chair, Black",Furniture,Chairs,0.08,4,0.02,1.79,0.45,1.15,0.35,2237.5,0.02,379.32999999999436,68.30344281186875,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10002085,"Novimex Steel Folding Chair, Red",Furniture,Chairs,0.08,10,0.01,4.43,0.44,1.31,0.25,5537.499999999999,0.008,379.40999999999434,68.31784788245359,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003353,"HP Personal Copier, High-Speed",Technology,Copiers,0.08,5,0.02,2.17,0.43,1.08,0.23,2712.5,0.016,379.4899999999943,68.33225295303843,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003318,"Hewlett Ink, Digital",Technology,Copiers,0.08,4,0.02,1.79,0.45,1.15,0.12,2237.5,0.02,379.5699999999943,68.34665802362328,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003307,"Hewlett Fax and Copier, Digital",Technology,Copiers,0.08,2,0.04,0.92,0.46,0.62,0.0,1150.0,0.04,379.6499999999943,68.36106309420812,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,0.08,7,0.01,3.06,0.44,1.08,0.25,3825.0,0.011428571428571429,379.7299999999943,68.37546816479296,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,0.08,4,0.02,1.8,0.45,1.08,0.06,2250.0,0.02,379.80999999999426,68.3898732353778,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10004938,"Memorex Router, Bluetooth",Technology,Accessories,0.08,2,0.04,0.87,0.44,0.69,0.34,1087.5,0.04,379.88999999999425,68.40427830596265,A - High Value,0.0,X - Stable Demand,AX
OFF-ST-10004365,"Fellowes Shelving, Wire Frame",Office Supplies,Storage,0.08,10,0.01,4.45,0.45,1.85,0.09,5562.5,0.008,379.96999999999423,68.41868337654749,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10002780,"Motorola Smart Phone, Cordless",Technology,Phones,0.08,2,0.04,0.93,0.46,0.15,0.0,1162.5,0.04,380.0499999999942,68.43308844713233,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10002520,"Panasonic Receipt Printer, White",Technology,Machines,0.08,4,0.02,1.75,0.44,1.15,0.26,2187.5,0.02,380.1299999999942,68.44749351771718,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10002435,"Epson Receipt Printer, Wireless",Technology,Machines,0.08,6,0.01,2.65,0.44,0.92,0.2,3312.5,0.013333333333333334,380.2099999999942,68.46189858830202,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,0.08,1,0.08,0.49,0.49,0.08,0.0,612.5,0.08,380.28999999999417,68.47630365888686,A - High Value,0.0,X - Stable Demand,AX
OFF-SU-10004306,"Kleencut Trimmer, Steel",Office Supplies,Supplies,0.08,10,0.01,4.39,0.44,3.15,0.14,5487.499999999999,0.008,380.36999999999415,68.4907087294717,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003702,"Brother Ink, Digital",Technology,Copiers,0.08,5,0.02,2.24,0.45,0.69,0.25,2800.0000000000005,0.016,380.44999999999413,68.50511380005655,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003608,"Canon Fax Machine, Color",Technology,Copiers,0.08,2,0.04,0.85,0.42,0.62,0.29,1062.5,0.04,380.5299999999941,68.51951887064139,A - High Value,0.0,X - Stable Demand,AX
OFF-BI-10000346,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,0.08,15,0.01,6.64,0.44,3.54,0.12,8300.0,0.005333333333333333,380.6099999999941,68.53392394122623,A - High Value,0.0,X - Stable Demand,AX
OFF-SU-10000906,"Fiskars Shears, High Speed",Office Supplies,Supplies,0.08,7,0.01,3.14,0.45,2.31,0.0,3925.0,0.011428571428571429,380.6899999999941,68.54832901181108,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002793,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,0.08,2,0.04,0.94,0.47,0.62,0.24,1174.9999999999998,0.04,380.76999999999407,68.56273408239592,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002782,"Safco Corner Shelving, Traditional",Furniture,Bookcases,0.08,6,0.01,2.68,0.45,1.31,0.24,3350.0,0.013333333333333334,380.84999999999405,68.57713915298076,A - High Value,0.0,X - Stable Demand,AX
OFF-STA-10000298,"Stanley Canvas, Blue",Office Supplies,Art,0.08,15,0.01,6.6,0.44,2.31,0.1,8250.0,0.005333333333333333,380.92999999999404,68.5915442235656,A - High Value,0.0,X - Stable Demand,AX
OFF-ST-10004847,"Tenex File Cart, Blue",Office Supplies,Storage,0.08,4,0.02,1.81,0.45,0.85,0.05,2262.5,0.02,381.009999999994,68.60594929415045,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,0.08,4,0.02,1.76,0.44,0.85,0.15,2200.0,0.02,381.089999999994,68.62035436473529,A - High Value,0.0,X - Stable Demand,AX
FUR-FU-10004339,"Deflect-O Frame, Black",Furniture,Furnishings,0.08,9,0.01,3.95,0.44,2.0,0.26,4937.5,0.008888888888888889,381.169999999994,68.63475943532013,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,0.08,9,0.01,3.95,0.44,2.31,0.22,4937.5,0.008888888888888889,381.249999999994,68.64916450590498,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10001859,"Okidata Printer, Wireless",Technology,Machines,0.08,4,0.02,1.8,0.45,0.46,0.0,2250.0,0.02,381.32999999999396,68.66356957648982,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10001228,"Stanley Markers, Water Color",Office Supplies,Art,0.08,17,0.0,7.51,0.44,4.85,0.1,9387.5,0.004705882352941177,381.40999999999394,68.67797464707466,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10002966,"Chromcraft Computer Table, Fully Assembled",Furniture,Tables,0.08,2,0.04,0.92,0.46,0.46,0.41,1150.0,0.04,381.4899999999939,68.6923797176595,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,0.08,5,0.02,2.2,0.44,1.0,0.24,2750.0,0.016,381.5699999999939,68.70678478824435,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10000221,"Belkin Memory Card, Programmable",Technology,Accessories,0.08,4,0.02,1.77,0.44,1.15,0.15,2212.5,0.02,381.6499999999939,68.72118985882919,A - High Value,0.0,X - Stable Demand,AX
FUR-HON-10000103,"Hon Swivel Stool, Red",Furniture,Chairs,0.08,5,0.02,2.17,0.43,0.85,0.31,2712.5,0.016,381.7299999999939,68.73559492941403,A - High Value,0.0,X - Stable Demand,AX
TEC-CO-10003965,"Brother Ink, Laser",Technology,Copiers,0.08,4,0.02,1.75,0.44,0.77,0.15,2187.5,0.02,381.80999999999386,68.74999999999888,A - High Value,0.0,X - Stable Demand,AX
FUR-HAR-10004593,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,0.08,3,0.03,1.24,0.41,0.46,0.51,1550.0,0.02666666666666667,381.88999999999385,68.76440507058372,A - High Value,0.0,X - Stable Demand,AX
FUR-HAR-10004086,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,0.08,4,0.02,1.77,0.44,1.23,0.18,2212.5,0.02,381.96999999999383,68.77881014116856,A - High Value,0.0,X - Stable Demand,AX
OFF-TEN-10000794,"Tenex Shelving, Wire Frame",Office Supplies,Storage,0.08,13,0.01,5.71,0.44,2.15,0.23,7137.5,0.006153846153846154,382.0499999999938,68.7932152117534,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10003164,"Bevis Wood Table, Rectangular",Furniture,Tables,0.08,1,0.08,0.44,0.44,0.31,0.35,550.0,0.08,382.1299999999938,68.80762028233825,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10002109,"Binney & Smith Sketch Pad, Fluorescent",Office Supplies,Art,0.08,13,0.01,5.75,0.44,2.38,0.08,7187.5,0.006153846153846154,382.2099999999938,68.8220253529231,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10002255,"Boston Sketch Pad, Water Color",Office Supplies,Art,0.08,11,0.01,4.83,0.44,2.08,0.11,6037.5,0.007272727272727273,382.28999999999377,68.83643042350793,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10004614,"Cisco Headset, Full Size",Technology,Phones,0.08,6,0.01,2.67,0.45,1.15,0.15,3337.5,0.013333333333333334,382.36999999999375,68.85083549409278,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10004554,"Samsung Audio Dock, VoIP",Technology,Phones,0.08,2,0.04,0.92,0.46,0.77,0.1,1150.0,0.04,382.44999999999374,68.86524056467762,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,0.08,5,0.02,2.2,0.44,1.46,0.09,2750.0,0.016,382.5299999999937,68.87964563526246,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003221,"Safco Corner Shelving, Mobile",Furniture,Bookcases,0.08,6,0.01,2.64,0.44,1.15,0.24,3300.0,0.013333333333333334,382.6099999999937,68.8940507058473,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,0.08,7,0.01,3.07,0.44,0.92,0.17,3837.5,0.011428571428571429,382.6899999999937,68.90845577643215,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003159,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,0.08,5,0.02,2.21,0.44,1.46,0.14,2762.5,0.016,382.7699999999937,68.92286084701699,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10000957,"Logitech Memory Card, Bluetooth",Technology,Accessories,0.08,6,0.01,2.65,0.44,2.15,0.27,3312.5,0.013333333333333334,382.84999999999366,68.93726591760185,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,0.08,7,0.01,3.12,0.45,1.15,0.07,3900.0,0.011428571428571429,382.92999999999364,68.95167098818669,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10000827,"SanDisk Keyboard, Programmable",Technology,Accessories,0.08,6,0.01,2.63,0.44,1.69,0.2,3287.5,0.013333333333333334,383.0099999999936,68.96607605877152,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10002871,"Motorola Audio Dock, with Caller ID",Technology,Phones,0.08,6,0.01,2.67,0.44,0.92,0.12,3337.5,0.013333333333333334,383.0899999999936,68.98048112935636,A - High Value,0.0,X - Stable Demand,AX
FUR-BO-10003034,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,0.08,6,0.01,2.64,0.44,1.23,0.12,3300.0,0.013333333333333334,383.1699999999936,68.9948861999412,A - High Value,0.0,X - Stable Demand,AX
TEC-MA-10000461,"Epson Inkjet, Wireless",Technology,Machines,0.08,3,0.03,1.29,0.43,0.38,0.27,1612.5,0.02666666666666667,383.2499999999936,69.00929127052605,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10002902,"Sanford Canvas, Water Color",Office Supplies,Art,0.08,11,0.01,4.83,0.44,2.0,0.11,6037.5,0.007272727272727273,383.32999999999356,69.02369634111089,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10003580,"Harbour Creations Bag Chairs, Black",Furniture,Chairs,0.08,10,0.01,4.45,0.45,1.77,0.16,5562.5,0.008,383.40999999999354,69.03810141169573,A - High Value,0.0,X - Stable Demand,AX
TEC-LOG-10003651,"Logitech Router, Programmable",Technology,Accessories,0.08,4,0.02,1.8,0.45,0.23,0.0,2250.0,0.02,383.48999999999353,69.05250648228059,A - High Value,0.0,X - Stable Demand,AX
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,0.08,6,0.01,2.65,0.44,1.08,0.22,3312.5,0.013333333333333334,383.5699999999935,69.06691155286543,A - High Value,0.0,X - Stable Demand,AX
OFF-AR-10004881,"Stanley Sketch Pad, Blue",Office Supplies,Art,0.08,10,0.01,4.44,0.44,2.31,0.01,5550.000000000001,0.008,383.6499999999935,69.08131662345028,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10003063,"Belkin Router, Bluetooth",Technology,Accessories,0.08,3,0.03,1.32,0.44,0.69,0.16,1650.0,0.02666666666666667,383.7299999999935,69.0957216940351,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10002799,"Memorex Memory Card, Programmable",Technology,Accessories,0.08,10,0.01,4.43,0.44,1.54,0.14,5537.499999999999,0.008,383.80999999999347,69.11012676461995,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10002629,"Belkin Memory Card, Programmable",Technology,Accessories,0.08,5,0.02,2.25,0.45,1.54,0.14,2812.5,0.016,383.88999999999345,69.12453183520479,A - High Value,0.0,X - Stable Demand,AX
TEC-PH-10001580,Logitech Mobile Speakerphone P710e -Â speaker phone,Technology,Phones,0.08,5,0.02,2.22,0.44,0.92,0.19,2775.0000000000005,0.016,383.96999999999343,69.13893690578963,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10002341,"Barricks Computer Table, Fully Assembled",Furniture,Tables,0.08,1,0.08,0.47,0.47,0.23,0.0,587.4999999999999,0.08,384.0499999999934,69.15334197637448,A - High Value,0.0,X - Stable Demand,AX
FUR-TA-10002235,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,0.08,3,0.03,1.33,0.44,0.31,0.24,1662.5,0.02666666666666667,384.1299999999934,69.16774704695932,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10001410,"Memorex Memory Card, Bluetooth",Technology,Accessories,0.08,4,0.02,1.79,0.45,1.69,0.0,2237.5,0.02,384.2099999999934,69.18215211754418,A - High Value,0.0,X - Stable Demand,AX
TEC-AC-10001348,"Logitech Router, Bluetooth",Technology,Accessories,0.08,4,0.02,1.74,0.43,0.38,0.14,2175.0,0.02,384.28999999999337,69.19655718812902,A - High Value,0.0,X - Stable Demand,AX
